Study ID,Study Name,Study Description,Study Contact,Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Culture Volume,Flask Volume,Growth Temperature,Media,Shaking Speed,Starting OD,Protocol ID,Protocol Name,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,24.0
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,Q40322_MENSP,tr|Q40322|Q40322_MENSP,2017-06-06 19:59:41.397130+00:00,hours,,3.5506
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,IDI_ECOLI,,2017-06-06 19:59:41.419678+00:00,hours,,1.0638
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,ATOB_ECOLI,,2017-06-06 19:59:41.441252+00:00,hours,,0.355
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,Q8LKJ3_ABIGR,tr|Q8LKJ3|Q8LKJ3_ABIGR,2017-06-06 19:59:41.462957+00:00,hours,,0.287
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,Q9FD87_STAAU,tr|Q9FD87|Q9FD87_STAAU HMG-CoA,2017-06-06 19:59:41.485909+00:00,hours,,1.0254
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,Q9FD86_STAAU,tr|Q9FD86|Q9FD86_STAAU,2017-06-06 19:59:41.507370+00:00,hours,,0.8967
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,KIME_YEAST,sp|P07277|KIME_YEAST,2017-06-06 19:59:41.528506+00:00,hours,,0.2006
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2845,B-Lm,DH1 with single plasmid (medium-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2948,B-Lm,ERG8_YEAST,sp|P24521|ERG8_YEAST,2017-06-06 19:59:41.550072+00:00,hours,,0.5061
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,MVD1_YEAST,sp|P32377|MVD1_YEAST,2017-06-06 19:59:42.016944+00:00,hours,,3.193
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,Q40322_MENSP,tr|Q40322|Q40322_MENSP,2017-06-06 19:59:42.038156+00:00,hours,,11.31405
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,IDI_ECOLI,,2017-06-06 19:59:42.059653+00:00,hours,,2.29065
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,ATOB_ECOLI,,2017-06-06 19:59:42.081873+00:00,hours,,1.2554
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,Q8LKJ3_ABIGR,tr|Q8LKJ3|Q8LKJ3_ABIGR,2017-06-06 19:59:42.104970+00:00,hours,,1.63235
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,Q9FD87_STAAU,tr|Q9FD87|Q9FD87_STAAU HMG-CoA,2017-06-06 19:59:42.126175+00:00,hours,,0.41045
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,Q9FD86_STAAU,tr|Q9FD86|Q9FD86_STAAU,2017-06-06 19:59:42.147530+00:00,hours,,0.25975
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,KIME_YEAST,sp|P07277|KIME_YEAST,2017-06-06 19:59:42.170834+00:00,hours,,1.0486
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2846,BL-Mm,DH1 with two plasmid (B + high with extra copy of LS) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2951,BL-Mm,ERG8_YEAST,sp|P24521|ERG8_YEAST,2017-06-06 19:59:42.192891+00:00,hours,,0.58985
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,MVD1_YEAST,sp|P32377|MVD1_YEAST,2017-06-06 19:59:38.827133+00:00,hours,,1.9367
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,Q40322_MENSP,tr|Q40322|Q40322_MENSP,2017-06-06 19:59:38.848669+00:00,hours,,3.0677
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,IDI_ECOLI,,2017-06-06 19:59:38.870995+00:00,hours,,1.5995
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,ATOB_ECOLI,,2017-06-06 19:59:38.892221+00:00,hours,,0.0457
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,Q8LKJ3_ABIGR,tr|Q8LKJ3|Q8LKJ3_ABIGR,2017-06-06 19:59:38.951247+00:00,hours,,0.1423
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,Q9FD87_STAAU,tr|Q9FD87|Q9FD87_STAAU HMG-CoA,2017-06-06 19:59:38.992918+00:00,hours,,0.121
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,Q9FD86_STAAU,tr|Q9FD86|Q9FD86_STAAU,2017-06-06 19:59:39.014911+00:00,hours,,0.0998
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,KIME_YEAST,sp|P07277|KIME_YEAST,2017-06-06 19:59:39.039817+00:00,hours,,0.2709
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2847,2X-Ll,DH1 with two plasmid (medium + high copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,0.2,3,Targeted Proteomics,2937,2X-Ll,ERG8_YEAST,sp|P24521|ERG8_YEAST,2017-06-06 19:59:39.062363+00:00,hours,,0.4691
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2848,A-Mm,DH1 with single plasmid (high-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2962,A-Mm,MVD1_YEAST,sp|P32377|MVD1_YEAST,2017-06-06 19:59:44.274316+00:00,hours,,1.2638
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2848,A-Mm,DH1 with single plasmid (high-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2962,A-Mm,Q40322_MENSP,tr|Q40322|Q40322_MENSP,2017-06-06 19:59:44.296530+00:00,hours,,6.7834
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2848,A-Mm,DH1 with single plasmid (high-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2962,A-Mm,IDI_ECOLI,,2017-06-06 19:59:44.318039+00:00,hours,,1.7495
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2848,A-Mm,DH1 with single plasmid (high-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2962,A-Mm,ATOB_ECOLI,,2017-06-06 19:59:44.339362+00:00,hours,,1.4896
2843,Principal Component Analysis for Proteomics (PCAP)  original study,"<p>This study contains the data used in the paper <a href=""http://www.sciencedirect.com/science/article/pii/S109671761400161X"">""Principal component analysis of proteomics (PCAP) as a tool to direct metabolic engineering""</a>,&nbsp;which uses proteomic data to guide metabolic engineering efforts and increase biofuel production.</p>",HGMartin@lbl.gov,2848,A-Mm,DH1 with single plasmid (high-copy) expression system for production of Limonene,F,JBEI-9958,,,8,40,30,EZrich (Teknova) 1% Glucose,200,1.2,3,Targeted Proteomics,2962,A-Mm,Q8LKJ3_ABIGR,tr|Q8LKJ3|Q8LKJ3_ABIGR,2017-06-06 19:59:44.361023+00:00,hours,,3.7042
